,댓글인덱스,추가일시,전체인덱스,채널명,채널인덱스,댓글내용,좋아요
36403,36404,13 15:16:58,19519,공돌이 용달,1147,저희 학교 중간고사보는데 답좀 알려주세요,10
36404,36405,13 15:16:58,19520,공돌이 용달,1148,왜 공무를 잘하게됬나요,0
36405,36406,13 15:16:58,19520,공돌이 용달,1148,어떤계기가 있었나요,0
36406,36407,13 15:16:58,19521,공돌이 용달,1149,왜그렇게 울상이죠,0
36408,36409,13 15:16:59,19523,공돌이 용달,1151,여친 있나요,0
36409,36410,13 15:17:00,19524,공돌이 용달,1152,왼쪽엉덩이 오른쪽엉덩이중에서어느곳이 더 간지러운 가요,3
36410,36411,13 15:17:00,19525,공돌이 용달,1153,3대 몇 치시나요,0
36411,36412,13 15:17:01,19526,공돌이 용달,1154,이 QnA 언제 끝나요,0
36413,36414,13 15:17:01,19528,공돌이 용달,1156,이마에 손을 갖다대신다는건 설마 는 아니고 혹시 저 장소에서 박쥐라도 보셨나요 ,0
36416,36417,13 15:17:02,19531,공돌이 용달,1159,제 폰이 어딨죠,0
36417,36418,13 15:17:02,19532,공돌이 용달,1160,왜그렇게 잘생겼어요,0
36419,36420,13 15:17:03,19534,공돌이 용달,1162,다른 사람들이 QA를 하면 거의 대부분이 후회를 하시는데 왜 하시나요,3
36420,36421,13 15:17:04,19535,공돌이 용달,1163,영희가 50km달리고있을때 철수가 지각을 해 1시간 30분뒤에 출발해 90km로 달리고 있을때철수의 옷 브랜드는,1
36421,36422,13 15:17:04,19536,공돌이 용달,1164,왜 완벽한가요,0
36423,36424,13 15:17:05,19538,공돌이 용달,1166,형 턱이 몇게야,0
36425,36426,13 15:17:06,19540,공돌이 용달,1168,용달님 가발 썼어요,1
36426,36427,13 15:17:06,19541,공돌이 용달,1169,지금 몇십니까,0
36427,36428,13 15:17:07,19542,공돌이 용달,1170,여친있어여저 잘생겼어여,0
36428,36429,13 15:17:07,19543,공돌이 용달,1171,언제부터 그렇게 잘생겼는데 똑똑하셨나요,0
36429,36430,13 15:17:07,19544,공돌이 용달,1172,긱블이랑 재계약하실 생각 없나용 용돌이 공달 없는 긱블은 너무 허전한걸 ,10
36430,36431,13 15:17:08,19545,공돌이 용달,1173,형 QA 언제까지 할꺼야,1
36431,36432,13 15:17:08,19546,공돌이 용달,1174,동영상 아직 안 끝나나요,0
36432,36433,13 15:17:08,19547,공돌이 용달,1175,도데체 어떡해 그렇게 똑똑하지요,1
36433,36434,13 15:17:08,19548,공돌이 용달,1176,어디 대학 나오심요,0
36434,36435,13 15:17:09,19549,공돌이 용달,1177,14일 이내에 해외 방문 이력이 있거나 기침 발열 호흡곤란등의 증상이 있나요,4
36435,36436,13 15:17:09,19550,공돌이 용달,1178,공대생님을 어떻게 생각하시나요,0
36436,36437,13 15:17:09,19551,공돌이 용달,1179,Q 엔드카드 넣어주실래요,1
36437,36438,13 15:17:10,19552,공돌이 용달,1180,저희집 리모컨은 어디에 있나요,0
36438,36439,13 15:17:10,19552,공돌이 용달,1180,저희집 열쇠는 어디에 있나요,0
36439,36440,13 15:17:10,19552,공돌이 용달,1180,제 핸드폰은 왜 부셔졌나요,0
36440,36441,13 15:17:10,19552,공돌이 용달,1180,제 충전기는 어디있나요,0
36441,36442,13 15:17:10,19552,공돌이 용달,1180,제 노트북은 어디있나요,0
36442,36443,13 15:17:11,19553,공돌이 용달,1181,여친 있나요,0
36443,36444,13 15:17:12,19554,공돌이 용달,1182,딱 세글자오팬무,3
36444,36445,13 15:17:12,19555,공돌이 용달,1183,용달님이 갖고계신 지식을 저에게 주실생각 있으신가요,1
36447,36448,13 15:17:13,19558,공돌이 용달,1186,언제 끝나요,0
36449,36450,13 15:17:14,19560,공돌이 용달,1188,언제 끝나요,0
36451,36452,13 15:17:15,19562,공돌이 용달,1190,토맛토마토 먹으실래요,0
36452,36453,13 15:17:15,19562,공돌이 용달,1190,토마토맛토 먹으실래요,0
36454,36455,13 15:17:16,19564,공돌이 용달,1192, 키는  몇센티인가,3
36455,36456,13 15:17:16,19564,공돌이 용달,1192, 곷이는 몇센티 인가,3
36457,36458,13 15:17:16,19564,공돌이 용달,1192, 여친없음vs 원래 없었음,3
36459,36460,13 15:17:16,19564,공돌이 용달,1192, 조선민주주의 인민공화국의 평양직할시에는어제 몇명이 살았는가,3
36460,36461,13 15:17:16,19564,공돌이 용달,1192,최근 14일간 해외를 다녀오셨나요,3
36461,36462,13 15:17:16,19564,공돌이 용달,1192,기침 발열 호흡기 증상은요,3
36464,36465,13 15:17:16,19565,공돌이 용달,1193,수학 고학 공부법 알려쥬세요,0
36467,36468,13 15:17:17,19567,공돌이 용달,1195,남친있나요,0
36468,36469,13 15:17:17,19568,공돌이 용달,1196,옭늙 젉녉맭뉽늙,0
36469,36470,13 15:17:18,19569,공돌이 용달,1197, 한달에 몇번 소고기를 드시나요,4
36470,36471,13 15:17:18,19569,공돌이 용달,1197, 소고기의 어떤 부위를 좋아하시나요,4
36471,36472,13 15:17:18,19569,공돌이 용달,1197, 수학책에서 맨날 누가 버스 터미널 시간표를 찢는데 누가 그러는건지 아시나요,4
36472,36473,13 15:17:18,19569,공돌이 용달,1197, 고기 다음으로 좋아하시는 음식이 뭐죠,4
36491,36492,13 15:17:18,19570,공돌이 용달,1198,용달림 야동 어재부터 몇번봤어요,0
36493,36494,13 15:17:19,19571,공돌이 용달,1199,꼴두기인가요,0
36494,36495,13 15:17:19,19571,공돌이 용달,1199,오징어인가요,0
36495,36496,13 15:17:19,19572,공돌이 용달,1200,물을호흡 제 2형 수면배기 할줄아시나요,1
36496,36497,13 15:17:19,19573,공돌이 용달,1201,공돌이 용달님은 어떻게 긱블에 들어가게 되셨나요,1
36498,36499,13 15:17:20,19575,공돌이 용달,1203,찬후님 어떻게 만났나요,0
36500,36501,13 15:17:20,19577,공돌이 용달,1205,QA연거 후회하나요,0
36501,36502,13 15:17:21,19578,공돌이 용달,1206,QA연거 후회하나요,0
36502,36503,13 15:17:21,19579,공돌이 용달,1207,QA연거 후회하나요,0
36503,36504,13 15:17:21,19580,공돌이 용달,1208,용달님 여자친구 있어요,0
36504,36505,13 15:17:21,19581,공돌이 용달,1209,Q초간단하지만 전지구적 챌린지가 뭘까요,0
36506,36507,13 15:17:22,19582,공돌이 용달,1210,근데 공부를 안하다가 갑자기 했는데 그 성실성을 어떻게 키웠나요,0
36507,36508,13 15:17:22,19583,공돌이 용달,1211,왜 공대생인데 바보인가요,0
36508,36509,13 15:17:22,19584,공돌이 용달,1212,QnA연거 후회하시나요,0
36511,36512,13 15:17:23,19586,공돌이 용달,1214,지금 몇시에요,0
36513,36514,13 15:17:23,19588,공돌이 용달,1216,저 사진 어디에요,0
36514,36515,13 15:17:24,19589,공돌이 용달,1217,제 무지개 팬티랑 리모컨 어디있어요,0
36515,36516,13 15:17:24,19590,공돌이 용달,1218,최근일어나고있는 자기장역전에대해서 궁금해요,0
36516,36517,13 15:17:24,19591,공돌이 용달,1219,용달님 어디 대학다녀오셨어요,0
36517,36518,13 15:17:24,19591,공돌이 용달,1219,정확한 나이 키 여친여부는,0
36530,36531,13 15:17:28,19604,공돌이 용달,1232,몇키로에요,0
36532,36533,13 15:17:28,19606,공돌이 용달,1234,QA에 이질문이 나올걸 예상하셨나요,0
36535,36536,13 15:17:29,19608,공돌이 용달,1236,공돌이 용달님은 고등학생때 공부가 하기 싫을때 어떻게 극복하셨나요,0
36536,36537,13 15:17:29,19609,공돌이 용달,1237,제 방구는 언제 나올까요,0
36537,36538,13 15:17:29,19610,공돌이 용달,1238,오팬무퍽  키몇이에요,0
36538,36539,13 15:17:30,19611,공돌이 용달,1239,외동이 에요,1
36539,36540,13 15:17:30,19611,공돌이 용달,1239,아님 형제나 남매에요,1
36540,36541,13 15:17:30,19612,공돌이 용달,1240,용달님 프로필 사진 바꿀마음 있나요,1
36542,36543,13 15:17:30,19614,공돌이 용달,1242,고등학교때 공부 방법 알려주세요,0
36543,36544,13 15:17:30,19614,공돌이 용달,1242,고1인데 중학교랑 고등학교랑 많이 달라가지고 어떻게 공부를 해야하는지를 잘 모르겠습니다 ,0
36544,36545,13 15:17:30,19614,공돌이 용달,1242,용달님이 어떻게 전교 1등까지 됐는지가 궁금합니다,0
36545,36546,13 15:17:30,19614,공돌이 용달,1242,과정을 잘 알려주세요 ,0
36547,36548,13 15:17:31,19615,공돌이 용달,1243,제가 시린이가 있는데 어떻게 하죠,0
36548,36549,13 15:17:31,19616,공돌이 용달,1244,제가 까먹은 구글비번 알려주세요,0
36550,36551,13 15:17:31,19617,공돌이 용달,1245,돼지고기중에 가장 맛있게 먹었던 부위는,1
36552,36553,13 15:17:32,19618,공돌이 용달,1246,개가 좋아요,1
36553,36554,13 15:17:32,19619,공돌이 용달,1247,전여친 이름이 뭐예요,0
36554,36555,13 15:17:32,19620,공돌이 용달,1248,소고기 어느 부위가 제일 맛있어요,1
36555,36556,13 15:17:33,19621,공돌이 용달,1249,왜 QA를 하시는 거죠,0
36556,36557,13 15:17:33,19622,공돌이 용달,1250,왜 유튜브를 시작하게 됬나요,0
36557,36558,13 15:17:33,19623,공돌이 용달,1251,박물관에 갔을때의 느낌,0
36558,36559,13 15:17:33,19624,공돌이 용달,1252,롤 티어 어디,0
36560,36561,13 15:17:34,19626,공돌이 용달,1254,구독자 100만 되면 하고 싶은 거 있어요,1
36562,36563,13 15:17:35,19628,공돌이 용달,1256,왜 과학유튜버입니까,0
36563,36564,13 15:17:35,19629,공돌이 용달,1257,흑염룡이 자신의몸애 침식했습니까,1
36564,36565,13 15:17:36,19630,공돌이 용달,1258,말이야가 말이야 공부를 했는데 말이야잘않돼서 포기했는데 말이야 그리고 여사친한테 고백을 했는데 말이야그런데 말이야 용달님이 어떻게 생각했는지궁금해서 말이야,0
36567,36568,13 15:17:37,19633,공돌이 용달,1261,몇센티에요,1
36568,36569,13 15:17:37,19633,공돌이 용달,1261,얼굴둘레이상한 생각 하신거 아니죠,1
36570,36571,13 15:17:37,19634,공돌이 용달,1262,무슨 과에요,0
36571,36572,13 15:17:37,19634,공돌이 용달,1262,긱블이랑 친한가요,0
36573,36574,13 15:17:38,19636,공돌이 용달,1264,용달차에 대해서 어떻게 생각하시나요,0
36574,36575,13 15:17:38,19637,공돌이 용달,1265,실험 주제는 어떻게 정하시나요,1
36576,36577,13 15:17:38,19639,공돌이 용달,1267,탄산음료를 열때 기포가 왜 태두리 쪽으로가고 그것에대해 어떻게 생각하시나요,0
36578,36579,13 15:17:39,19641,공돌이 용달,1269,소고기를 먹을때 약간익혀서 먹는걸 좋아하나요,0
36579,36580,13 15:17:39,19641,공돌이 용달,1269,완전히 익혀서 먹는걸 좋아하나요,0
36582,36583,13 15:17:40,19643,공돌이 용달,1271,형 나 사랑해,0
36583,36584,13 15:17:40,19644,공돌이 용달,1272,형 긱블에 다시 들어갈거에요,0
36584,36585,13 15:17:40,19645,공돌이 용달,1273,왜 잘생겼어요,0
36585,36586,13 15:17:40,19645,공돌이 용달,1273,어디 수술 하셨어요,0
36588,36589,13 15:17:41,19648,공돌이 용달,1276,콧구멍에 500원 들어가요,0
36589,36590,13 15:17:41,19649,공돌이 용달,1277,용달님은 NG영상 같은건 없나요,0
36591,36592,13 15:17:41,19650,공돌이 용달,1278,저희집 리모콘 어디에있나요,0
36593,36594,13 15:17:42,19652,공돌이 용달,1280,왜 그런 표정으로 우리를 보고있습니까,0
36594,36595,13 15:17:42,19653,공돌이 용달,1281,용달님은 왜 공돌이 용달이에요,1
36597,36598,13 15:17:43,19654,공돌이 용달,1282,애인 있나요,0
36598,36599,13 15:17:43,19655,공돌이 용달,1283,크기는 얼마 정도 되요,1
36599,36600,13 15:17:43,19656,공돌이 용달,1284,지금 어디 소속에서 일해요,0
36600,36601,13 15:17:43,19657,공돌이 용달,1285,똥쌀때 어떤 모양 인가요,1
36601,36602,13 15:17:44,19658,공돌이 용달,1286,Q 배고파요 라고 하는순간 고기떠오르셧죠,0
36603,36604,13 15:17:44,19659,공돌이 용달,1287,컨텐츠는 어떻게 제작하시나요,0
36604,36605,13 15:17:44,19660,공돌이 용달,1288,원자번호 14번은,0
36605,36606,13 15:17:45,19661,공돌이 용달,1289,공돌이용달님 남자친구 있어요,1
36606,36607,13 15:17:45,19662,공돌이 용달,1290,앞구르기를 좋아하시나요,0
36607,36608,13 15:17:45,19662,공돌이 용달,1290,뒷구르기를 좋아하시나요,0
36610,36611,13 15:17:46,19665,공돌이 용달,1293,2061년 8월 13일에 뭘하고 계신가요,1
36611,36612,13 15:17:46,19666,공돌이 용달,1294,요즘 뭐하고 다니시나요,0
36612,36613,13 15:17:46,19667,공돌이 용달,1295,저는 왜 배고픈가요,1
36613,36614,13 15:17:47,19668,공돌이 용달,1296,키 몇인가요,0
36614,36615,13 15:17:47,19669,공돌이 용달,1297,여자친구 있나요,1
36616,36617,13 15:17:47,19671,공돌이 용달,1299,고기는 언제 드시나요,0
36618,36619,13 15:17:48,19673,공돌이 용달,1301,좋아하는 동물은,0
36619,36620,13 15:17:48,19674,공돌이 용달,1302,Q코가점점 커지는 주술을 알려주세요,0
36622,36623,13 15:17:49,19675,공돌이 용달,1303,그 편의점 브랜드는 무엇일까요,2
36624,36625,13 15:17:49,19677,공돌이 용달,1305,게이바에 가셨습니까,0
36625,36626,13 15:17:49,19677,공돌이 용달,1305,코로나해 형,0
36626,36627,13 15:17:49,19678,공돌이 용달,1306,고깃집추천 해주나요,0
36628,36629,13 15:17:50,19680,공돌이 용달,1308,예전처럼 재밌는 창작품들 안 만드시는 이유가 뭔가요,0
36630,36631,13 15:17:50,19681,공돌이 용달,1309,오징어는 어떡게 되나요,0
36631,36632,13 15:17:51,19682,공돌이 용달,1310,이영상 언제끝납니까,0
36632,36633,13 15:17:51,19683,공돌이 용달,1311,우주 음식 먹어본 적 있나요,0
36633,36634,13 15:17:51,19684,공돌이 용달,1312,똥쌀때 핸드폰 들고 가시나요,0
36635,36636,13 15:17:52,19685,공돌이 용달,1313,어디있어요,0
36638,36639,13 15:17:52,19688,공돌이 용달,1316,Q배고픈데 뭐먹을까요,0
36639,36640,13 15:17:53,19689,공돌이 용달,1317,탈모인가요,0
36640,36641,13 15:17:53,19690,공돌이 용달,1318,제 이름이 뭐에요,0
36641,36642,13 15:17:53,19691,공돌이 용달,1319,뒤 폭포의 물의 성분은고기와 고기 중 어떤걸 포기하겠습니까,0
36642,36643,13 15:17:54,19692,공돌이 용달,1320,심심한데 안심심하게 하는 실험 없나요,0
36643,36644,13 15:17:54,19693,공돌이 용달,1321,사람인가요,0
36645,36646,13 15:17:54,19694,공돌이 용달,1322,없는게에요,0
36647,36648,13 15:17:54,19694,공돌이 용달,1322,안 낀거에요,0
36648,36649,13 15:17:54,19695,공돌이 용달,1323,여자친구 있어요,0
36649,36650,13 15:17:55,19696,공돌이 용달,1324,여친있으세뇨,1
36651,36652,13 15:17:55,19698,공돌이 용달,1326,여자친구 있습니까,0
36652,36653,13 15:17:55,19699,공돌이 용달,1327,아 이거 마시면 안되는데,0
36653,36654,13 15:17:56,19700,공돌이 용달,1328,저희집 열쇠 하나는 어디있는 걸까요,0
36654,36655,13 15:17:56,19701,공돌이 용달,1329,저희집 아파트 비밀번호가 뭔가요,0
36655,36656,13 15:17:56,19702,공돌이 용달,1330,치킨을 먹을때 처음 먹는 조각은 개미굴에 평균 개미가 몇마리있는지 알아봐줄수 있나요,0
36656,36657,13 15:17:57,19703,공돌이 용달,1331,여친잇나요,0
36658,36659,13 15:17:57,19705,공돌이 용달,1333,후회하나요,1
36660,36661,13 15:17:58,19707,공돌이 용달,1335,QnA 여신거 후회시나요,0
36661,36662,13 15:17:58,19708,공돌이 용달,1336,용돌이 공달인가요,0
36662,36663,13 15:17:58,19709,공돌이 용달,1337,결혼은 언제 하실건가요,0
36664,36665,13 15:17:59,19711,공돌이 용달,1339,1톤나트륨이 물에 들어가면 위력이 어느정도 인가요,0
36665,36666,13 15:17:59,19712,공돌이 용달,1340,콕구녕에 5백원 동전 드러감미까,0
36666,36667,13 15:18:00,19713,공돌이 용달,1341,수익 궁금해요,0
36667,36668,13 15:18:00,19713,공돌이 용달,1341,유튜브하기전에 무슨일 하셨는지 궁금해요,0
36668,36669,13 15:18:00,19713,공돌이 용달,1341,어떤거 전공했는지 궁금해요,0
36669,36670,13 15:18:00,19714,공돌이 용달,1342,1가장 좋아하는 고기종류2 공돌이 용달 님은 유트브가 본업 인가요,0
36670,36671,13 15:18:00,19715,공돌이 용달,1343,당신은 로봇입니까,0
36672,36673,13 15:18:00,19716,공돌이 용달,1344,안녕할생각있나요,0
36673,36674,13 15:18:01,19717,공돌이 용달,1345,고기와 언제부터 동거하셨어요,1
36674,36675,13 15:18:01,19718,공돌이 용달,1346,저희집 리모컨 어디에있어여찾아주세여,0
36675,36676,13 15:18:01,19719,공돌이 용달,1347,왜 턱이 3중턱이에요,0
36676,36677,13 15:18:01,19720,공돌이 용달,1348,사진속 공간은 어디인가요,0
36678,36679,13 15:18:02,19722,공돌이 용달,1350,염산1L를이기는 물질은 무엇인가요,0
36679,36680,13 15:18:02,19723,공돌이 용달,1351,긱블과 다시 계약할 생각 있나요,0
36680,36681,13 15:18:03,19724,공돌이 용달,1352,용달님 정수기에 식초와 섞인물을 넣으면정수가되나요,0
36681,36682,13 15:18:03,19725,공돌이 용달,1353,잠이 안올떼 가장 좋은 방법은,0
36682,36683,13 15:18:03,19726,공돌이 용달,1354,공부자극 명언 만들어 주세여,0
36685,36686,13 15:18:04,19727,공돌이 용달,1355,이때 다른손님이 들어왔는데 내가 해야할 일은생활속 거리두기,2
36687,36688,13 15:18:05,19729,공돌이 용달,1357,왜 사진에 마스크를 안하셨죠,0
36688,36689,13 15:18:05,19730,공돌이 용달,1358,코로나에 대한 생각은,0
36690,36691,13 15:18:05,19731,공돌이 용달,1359,어떻게 공부했어 형은,0
36691,36692,13 15:18:06,19732,공돌이 용달,1360,가장 기억에 남는 고기먹방은 무엇인가요,1
36692,36693,13 15:18:06,19733,공돌이 용달,1361,이과의     를 어떻게 만들었는지 알려주세요,0
36694,36695,13 15:18:07,19735,공돌이 용달,1363,그 무거운 지구는 무엇 때문에 돌수 있는걸까,0
36697,36698,13 15:18:07,19738,공돌이 용달,1366,똥 몇cm 에요,0
36698,36699,13 15:18:08,19739,공돌이 용달,1367,싫어하던 과목 있으셨나요,0
36701,36702,13 15:18:09,19742,공돌이 용달,1370,빨대의 구멍은 한 개인가요,0
36702,36703,13 15:18:09,19742,공돌이 용달,1370,두 개인가요,0
36703,36704,13 15:18:09,19743,공돌이 용달,1371,저기요 저희집에 tv리모컨 어디있어요,1
36706,36707,13 15:18:10,19746,공돌이 용달,1374,저는 어떤 질문을 해야 할까요,0
36707,36708,13 15:18:10,19747,공돌이 용달,1375,제 리모컨 어딨어요,0
36708,36709,13 15:18:10,19748,공돌이 용달,1376,지금까지 하신 실험중 가장 재미있었던 실험은 무엇인가요,0
36709,36710,13 15:18:11,19749,공돌이 용달,1377,좋아하는 여캠이 있습니까,0
36715,36716,13 15:18:12,19755,공돌이 용달,1383,저 잘생겼나요,0
36716,36717,13 15:18:13,19756,공돌이 용달,1384,안궁금해요,0
36717,36718,13 15:18:13,19757,공돌이 용달,1385,형 구독자들이랑 정모 같은거 할 생각없어,1
36718,36719,13 15:18:13,19757,공돌이 용달,1385,할거면 언제쯤 하는지도 알려줘,1
36719,36720,13 15:18:13,19758,공돌이 용달,1386,똥을 언제 까지싸요,0
36720,36721,13 15:18:14,19759,공돌이 용달,1387,지금 찍은 사진이 잘나왔다고 생각하십니까,0
36722,36723,13 15:18:14,19761,공돌이 용달,1389,왜 긱블에 들어가게 됬나요,0
36725,36726,13 15:18:15,19764,공돌이 용달,1392,빅뱅이론 보셨나여 좋아하는 과학 관련 미드는,0
36727,36728,13 15:18:16,19766,공돌이 용달,1394,AB 보기예시없음 답이 있긴 한가,0
36728,36729,13 15:18:17,19767,공돌이 용달,1395,이때까지 먹은 소가 몇마리인가요,1
36729,36730,13 15:18:17,19768,공돌이 용달,1396,요즘 QA 기본을 모르시네 오팬무,0
36732,36733,13 15:18:18,19771,공돌이 용달,1399,회사 돈으로 고기 얼마정도 사 드셨어요,0
36734,36735,13 15:18:18,19772,공돌이 용달,1400,1여친있는지,0
36736,36737,13 15:18:18,19773,공돌이 용달,1401,어떡해 잘생겨 지는지  궁금해요,0
36737,36738,13 15:18:19,19774,공돌이 용달,1402,차누님이 머리가 큰가요,0
36738,36739,13 15:18:19,19774,공돌이 용달,1402,공달님이 머리가 큰가요,0
36739,36740,13 15:18:19,19775,공돌이 용달,1403,여자친구 있나요,0
36740,36741,13 15:18:19,19776,공돌이 용달,1404,오빠 노베에서 공부 어떻게 했는지 좀 알려주세요,0
36741,36742,13 15:18:19,19776,공돌이 용달,1404,오빠 내신 기간때 어떻게 해야 하는지 좀 알려주세요,0
36744,36745,13 15:18:20,19778,공돌이 용달,1406,연거 후회하시죠,0
36745,36746,13 15:18:20,19779,공돌이 용달,1407,요즘 고기 많이 안드시는 것 같으시던데 몸은 괜찮으세요,0
36746,36747,13 15:18:21,19780,공돌이 용달,1408,고기는 무슨 방법으로 구워야 가장 맛있나요,0
36748,36749,13 15:18:21,19782,공돌이 용달,1410,QA연거 후회하나요,0
36749,36750,13 15:18:22,19783,공돌이 용달,1411,원자력 에너지를 대채할 새로운 에너지가 있나요,0
36752,36753,13 15:18:22,19785,공돌이 용달,1413,긱블 들어가려면 어떻게 해야하나요,0
36753,36754,13 15:18:22,19785,공돌이 용달,1413,공부를 어떻게 하셔서 공과 대학에 들어가셨나요,0
36755,36756,13 15:18:23,19786,공돌이 용달,1414,그런데제가 어제먹은 치킨집 이름은,0
36756,36757,13 15:18:24,19787,공돌이 용달,1415,QA를 하시는 이유가 무엇인가요,0
36757,36758,13 15:18:24,19788,공돌이 용달,1416,용달님은 리만가설 문제 풀수있나요,1
36758,36759,13 15:18:24,19789,공돌이 용달,1417,인간이 섹스를 어떻게 시작해서 번식을 하게됬나요,0
36759,36760,13 15:18:24,19790,공돌이 용달,1418,지금 사진에 나온 턱살 줄이실 생각있나요,0
36760,36761,13 15:18:25,19791,공돌이 용달,1419,1초에 엉덩이 몇 번 까지 흔들어재낄 수 있어요,0
36764,36765,13 15:18:26,19794,공돌이 용달,1422,어떻게 그렇게 잘생겼나요,0
36765,36766,13 15:18:27,19795,공돌이 용달,1423,철수와 영희는 왜 소금물을 섞을까요,0
36766,36767,13 15:18:27,19796,공돌이 용달,1424,제 나이는 몇 이에요,0
36768,36769,13 15:18:28,19798,공돌이 용달,1426,실버버튼 아직도 브론즈인가요,0
36770,36771,13 15:18:28,19800,공돌이 용달,1428,긱블 법카로 고기는 언제 구워먹나요,0
36771,36772,13 15:18:29,19801,공돌이 용달,1429,자기가 지금까지 한 실험중에 제일 신기한거 top3 는,0
36773,36774,13 15:18:29,19803,공돌이 용달,1431,악플러 있어요,0
36775,36776,13 15:18:29,19803,공돌이 용달,1431,아니면 그냥 맵버 모집 한거에요,0
36776,36777,13 15:18:30,19804,공돌이 용달,1432,형 직업이 정확히 뭐야,0
36777,36778,13 15:18:30,19805,공돌이 용달,1433,오 팬 무,0
36778,36779,13 15:18:30,19806,공돌이 용달,1434,저의 양심은 어디에 있나요,0
36779,36780,13 15:18:31,19807,공돌이 용달,1435,고양이는 귀엽나요,0
36780,36781,13 15:18:31,19807,공돌이 용달,1435,아니면 개새끼가 귀여워요,0
36781,36782,13 15:18:31,19808,공돌이 용달,1436,차누님이랑 어떤 사이에용,0
36782,36783,13 15:18:31,19809,공돌이 용달,1437,어쩌다가 턱이 두게가 되었나요,0
36787,36788,13 15:18:33,19814,공돌이 용달,1442,동아리에서 실험진행하려는데 전에 하신 안개상자 실험에서 드라이아이스랑 이소프로필 알콜이 얼마나 필요하셨는지 알려주세요,0
36788,36789,13 15:18:33,19814,공돌이 용달,1442,그리고 알콜 과포화시키는데 시간이 얼마나 걸렸나요,0
36789,36790,13 15:18:33,19814,공돌이 용달,1442,제발 알려주세요,0
36790,36791,13 15:18:33,19815,공돌이 용달,1443,과학자들은 구구단 20단까지 외우나요,0
36791,36792,13 15:18:34,19816,공돌이 용달,1444,용달이는 바보인가요,0
36792,36793,13 15:18:35,19817,공돌이 용달,1445,연세가 어떻게 되시나요,0
36793,36794,13 15:18:35,19817,공돌이 용달,1445,용달할부지농담이구 몇살이셰요,0
36798,36799,13 15:18:35,19819,공돌이 용달,1447,얼굴관리 어떻게 하시나요,0
36799,36800,13 15:18:35,19820,공돌이 용달,1448,용달님 긱블 퇴사하셨나요,1
36800,36801,13 15:18:36,19821,공돌이 용달,1449,용달님 저도 크면 긱블들어가고 싶은데 약 15년후까지 긱블 운영해주시라고 부탁해주시면 안될까요,0
36802,36803,13 15:18:36,19822,공돌이 용달,1450,페르마이에 정리를 나타낼때 이 QNA 연거 후회하시나요,0
36803,36804,13 15:18:36,19823,공돌이 용달,1451,저희집 리모컨 어디있나요,0
36805,36806,13 15:18:37,19824,공돌이 용달,1452,가 CuO  H₂ → Cu  H₂O 나 Fe₂O₃  3CO → 2Fe  3CO₂ 다 MnO₂  4HCl → MnCl₂  2H₂O  Cl₂이에 대한 설명으로 옳은 것만을 보기에서 있는 대로 고른 것은보 기  가에서 H₂ 는 산화된다,0
36809,36810,13 15:18:38,19825,공돌이 용달,1453,팔꿈치에 혀 닿아요,1
36810,36811,13 15:18:38,19826,공돌이 용달,1454,무슨고기가 맛있어요,1
36811,36812,13 15:18:38,19827,공돌이 용달,1455,턱살 몇십센티에요,0
36812,36813,13 15:18:38,19828,공돌이 용달,1456,제가 뭘 물어보려했나요,0
36813,36814,13 15:18:38,19828,공돌이 용달,1456,알려주세요,0
36814,36815,13 15:18:39,19829,공돌이 용달,1457,여자친구있습니까,0
36816,36817,13 15:18:39,19831,공돌이 용달,1459,어떤 부위의 소고기를 좋아하나요,0
36817,36818,13 15:18:40,19832,공돌이 용달,1460,고기가 맛있는 이유는 뭔가요,0
36818,36819,13 15:18:40,19833,공돌이 용달,1461,QA 언제끝나요,0
36819,36820,13 15:18:40,19834,공돌이 용달,1462,땅속은들어갈수록 뜨겁다는데왜지하수는 깊을수록차갑나요,0
36821,36822,13 15:18:41,19836,공돌이 용달,1464,안경 오래쓰면 눈 사이 뼈 좁아져요,0
36822,36823,13 15:18:41,19837,공돌이 용달,1465,중학교에서 선생님들께 질문 많이해야 이쁨받고 생기부 잘 써주신다던데 사실인가요,2
36823,36824,13 15:18:41,19837,공돌이 용달,1465,수학 인수분해가 조금 어려운데 그런 공부 슬럼프 같은건 어찌 극복하셨나요,2
36824,36825,13 15:18:41,19837,공돌이 용달,1465,영어는 중학생때 토익을 거의 다 맞아야 공대같이 좋은 대학에 갈수 있다는데 사실인가요,2
36825,36826,13 15:18:41,19837,공돌이 용달,1465,저 중딩인데 토익연습 해야하나요,2
36826,36827,13 15:18:41,19838,공돌이 용달,1466,부먹인가요,0
36827,36828,13 15:18:41,19838,공돌이 용달,1466,vs 찍먹인가요,0
36828,36829,13 15:18:42,19839,공돌이 용달,1467,긱블에서 가장 애착이가는 멤버는,0
36829,36830,13 15:18:42,19840,공돌이 용달,1468,아기는 어떻게 나와요,1
36831,36832,13 15:18:42,19841,공돌이 용달,1469, 이제까지 해온 컨텐츠중에 가장 기억남는거,0
36834,36835,13 15:18:43,19842,공돌이 용달,1470,덤으로 비상금도요그리고 커요,1
36835,36836,13 15:18:43,19843,공돌이 용달,1471,여자친구있어요,0
36836,36837,13 15:18:43,19844,공돌이 용달,1472,저 지구에 모든 부X를 알려주세요,0
36837,36838,13 15:18:44,19845,공돌이 용달,1473,어떤 고기를 제일 좋아해요,0
